Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point,Wait_Policy_BI,Indemnity_Policy_BI,Policy_Duration,Claim_Duration,License_Validity,Claim_Intensity
CC00004564,2023-01-01,12,61,199046488,0,2023-11-15,2024-05-15,100/300,2000,1137.16,0,615561,0,2,exec-managerial,skydiving,other-relative,0,-51000,No,2024-02-15,0,0,0,1,SC,Springfield,5971 5th Hwy,21,3,2,1,2,1,2025-11-26,2024-02-19,1,4,0,0,292,16385,2397,0,0,5053.68,128.8,4162.99,761.89,TU35U6887,No,100,300,182,4,650,0.024291253639916115
CC00004565,2022-01-01,24,42,156644355,0,2023-08-16,2024-02-16,100/300,500,1253.12,4000000,462283,0,5,exec-managerial,dancing,other-relative,38400,0,No,2024-01-06,2,0,2,3,NY,Northbend,1558 1st Ridge,22,1,2,2,2,2,2025-10-08,2024-01-11,5,14,3,5,3897,8759,3868,0,0,20140.18,7532.33,10700.55,1907.3,XG26W1929,No,100,300,184,5,641,0.7123868738160113
CC00004566,2022-06-01,19,25,130805730,1,2023-08-26,2024-02-26,250/500,2000,1352.83,0,464959,0,5,farming-fishing,skydiving,own-child,0,-71700,No,2024-01-22,0,1,1,2,SC,Hillsdale,1679 2nd Hwy,4,4,2,1,2,1,2025-10-19,2024-01-24,9,29,7,4,7644,7742,6868,0,0,22515.15,16132.92,6019.27,362.96,AT30U0846,No,250,500,184,2,636,0.9007168698914645
CC00004567,2022-08-01,17,31,132596520,1,2023-10-21,2024-04-21,500/1000,2000,1320.75,0,441491,0,3,farming-fishing,video-games,wife,54100,0,No,2024-02-01,0,1,2,3,WV,Springfield,6315 2nd Lane,20,3,1,0,3,1,2025-06-12,2024-02-05,0,23,5,5,5269,6540,5581,1,0,3923.65,1305.63,2552.11,65.91,WG79T0013,No,500,1000,183,4,497,0.10037763758170488
CC00004568,2022-06-01,19,33,130159874,0,2023-09-28,2024-03-28,100/300,1000,1053.04,7000000,619540,0,5,other-service,reading,own-child,52000,-44500,No,2024-02-24,0,1,1,0,NC,Northbrook,5621 4th Ave,20,3,0,1,3,2,2025-05-30,2024-02-28,10,2,7,0,6963,16209,5552,0,0,16011.28,10606.5,1544.64,3860.14,VD40X5756,No,100,300,182,4,461,0.627111138177301
CC00004569,2022-12-01,13,35,193626051,1,2023-09-19,2024-03-19,100/300,1000,1245.89,0,435481,0,5,exec-managerial,movies,wife,0,-40300,No,2024-01-01,2,1,2,2,WV,Springfield,6011 Britain St,19,1,0,0,0,2,2026-02-15,2024-01-02,8,7,5,2,4410,10118,2917,0,0,23581.51,13422.36,8850.55,1308.6,WD31K2778,No,100,300,182,1,776,1.1276129220874143
CC00004570,2023-01-01,12,49,160686502,0,2023-11-20,2024-05-20,250/500,500,1722.95,0,472634,0,6,transport-moving,base-jumping,not-in-family,63100,-13800,No,2024-02-28,2,1,1,1,WV,Hillsdale,6149 Best Ridge,3,1,1,2,0,1,2026-04-03,2024-03-04,11,21,0,0,1135,5371,2654,1,0,24218.41,980.67,10914.73,12323.01,DA73R0861,No,250,500,182,5,765,0.17015152224946256
CC00004571,2022-01-01,24,39,165322242,2,2023-11-17,2024-05-17,250/500,500,823.17,0,455689,0,5,adm-clerical,paintball,own-child,0,0,No,2024-02-23,0,0,0,2,WV,Columbus,1126 Texas Hwy,3,3,1,2,2,0,2025-09-02,2024-02-26,4,30,6,4,7886,9602,7030,0,0,17435.02,2998.05,2792.4,11644.57,ZI76T1455,No,250,500,182,3,557,0.16153817555426123
CC00004572,2022-05-01,20,34,135498813,1,2023-10-05,2024-04-05,500/1000,1000,873.64,4000000,432934,0,0,priv-house-serv,yachting,husband,800,0,No,2024-01-30,0,0,1,2,SC,Columbus,9489 3rd St,9,3,0,2,1,2,2025-05-08,2024-02-01,5,14,1,1,2099,6554,7834,1,0,7776.74,5043.16,733.98,1999.6,GY47H3884,No,500,1000,183,2,464,0.6701179146879127
CC00004573,2022-12-01,13,46,125917590,0,2023-09-28,2024-03-28,100/300,1000,1141.35,7000000,476456,0,5,craft-repair,sleeping,not-in-family,0,0,No,2024-01-06,2,0,0,0,NY,Northbend,3656 Solo Ave,18,1,1,0,2,0,2025-06-28,2024-01-07,8,7,7,4,7200,5754,7957,1,0,11289.69,7330.39,3578.94,380.36,BE40L9481,No,100,300,182,1,539,0.42344391197456466
CC00004574,2022-04-01,21,32,159331373,0,2023-11-02,2024-05-02,250/500,2000,1624.82,0,454656,0,6,exec-managerial,basketball,unmarried,65300,-65600,No,2024-02-09,2,2,1,0,WV,Northbend,4965 MLK Drive,16,1,1,1,1,2,2026-01-30,2024-02-10,2,0,0,5,436,7128,3937,1,0,2827.39,1231.7,1158.94,436.75,GQ57T3983,No,250,500,182,1,721,0.22888266163200383
CC00004575,2022-06-01,19,31,192210025,1,2023-09-06,2024-03-06,250/500,2000,1153.35,0,430714,0,6,craft-repair,golf,not-in-family,0,0,No,2024-02-02,3,3,3,3,NY,Hillsdale,3590 Best Hwy,9,1,0,2,1,1,2025-06-15,2024-02-03,11,19,5,2,4759,5646,5693,1,0,2620.45,167.16,1979.8,473.49,HG95M5945,No,250,500,182,1,499,0.013558255238453663
CC00004576,2022-07-01,18,32,129436508,1,2023-08-25,2024-02-25,500/1000,1000,993.51,0,468767,0,2,armed-forces,bungie-jumping,unmarried,0,-49500,No,2024-01-12,2,2,1,2,WV,Hillsdale,3567 4th Drive,12,1,0,0,3,1,2025-11-10,2024-01-17,2,22,5,5,5139,15012,5234,0,0,20787.52,2249.85,10950.7,7586.97,OD51X8978,No,500,1000,184,5,668,0.17496755107643325
CC00004577,2022-12-01,13,52,145849195,1,2023-10-30,2024-04-30,250/500,1000,1242.96,7000000,449800,0,2,other-service,paintball,own-child,0,-37100,No,2024-02-22,0,1,1,2,NY,Riverwood,5838 Pine Lane,2,2,2,2,0,2,2025-09-10,2024-02-27,0,31,4,1,4259,17841,7452,0,0,5699.85,3650.74,1935.81,113.3,HM85T5905,No,250,500,183,5,566,0.3251981970747002
CC00004578,2022-11-01,14,41,197200586,1,2023-09-30,2024-03-30,500/1000,2000,1167.3,4000000,618123,0,2,priv-house-serv,board-games,other-relative,0,0,No,2024-02-22,2,2,1,1,SC,Hillsdale,8381 Solo Hwy,22,1,0,2,0,2,2025-09-28,2024-02-27,13,28,5,5,4839,7148,6958,1,0,1324.3,285.71,455.27,583.32,YE42P8772,No,500,1000,182,5,584,0.02292940366376093
CC00004579,2022-02-01,23,48,189709556,0,2023-09-25,2024-03-25,250/500,1000,1148.73,0,439787,0,1,machine-op-inspct,kayaking,wife,0,0,No,2024-02-22,1,3,3,4,WV,Columbus,3998 Flute St,6,1,1,1,2,1,2026-02-20,2024-02-22,10,3,6,1,5834,11844,4266,0,0,15186.0,4092.04,8076.12,3017.84,QE25N9034,No,250,500,182,0,729,0.28499474171733424
CC00004580,2022-03-01,22,39,160197823,1,2023-10-06,2024-04-06,250/500,2000,1042.26,0,464107,0,3,sales,kayaking,husband,0,0,No,2024-01-31,0,1,2,0,WV,Northbend,5994 5th Ave,21,3,0,1,2,2,2025-04-27,2024-02-01,10,2,7,2,7326,7669,2894,0,0,16018.94,6613.97,8326.51,1078.46,PV11Z1574,No,250,500,183,1,452,0.3781957226064173
CC00004581,2022-09-01,16,27,128764574,0,2023-09-30,2024-03-31,100/300,500,965.13,0,450341,0,5,tech-support,exercise,unmarried,60000,-54800,No,2024-02-22,0,0,0,0,NC,Arlington,2808 Elm St,21,3,1,0,1,2,2025-06-11,2024-02-23,9,29,7,4,6635,6339,3407,1,0,883.79,230.97,237.64,415.18,UG31P8408,No,100,300,183,1,475,0.014133832344856453
CC00004582,2022-12-01,13,37,142885999,2,2023-09-28,2024-03-28,250/500,500,1262.08,0,474615,0,3,tech-support,video-games,wife,48500,0,No,2024-01-08,2,0,0,0,NC,Columbus,3422 Flute St,4,1,1,0,3,0,2025-07-20,2024-01-08,9,29,5,1,4608,14916,7733,0,0,19461.1,6808.14,6251.55,6401.41,DP40W1973,No,250,500,182,0,559,0.5608665242560722
CC00004583,2022-01-01,24,27,177064670,2,2023-10-15,2024-04-15,250/500,500,1363.77,4000000,604377,0,5,tech-support,exercise,husband,51100,0,No,2024-01-17,2,2,2,3,VA,Springfield,9748 Sky Drive,12,1,2,2,3,0,2025-08-03,2024-01-22,0,31,3,3,3507,9291,7006,0,0,2995.92,247.76,2611.8,136.36,AO25T3863,No,250,500,183,5,564,0.024990669854046254
CC00004584,2022-06-01,19,34,192932240,2,2023-08-10,2024-02-10,100/300,500,795.23,0,609216,0,6,machine-op-inspct,base-jumping,other-relative,36900,0,No,2024-01-10,0,1,0,3,NY,Springfield,6618 Cherokee Drive,15,3,2,2,1,2,2025-07-26,2024-01-15,9,26,8,1,8598,17853,7930,0,0,13352.27,3423.59,9332.51,596.17,PX99U1933,No,100,300,184,5,563,0.1664708714023836
CC00004585,2022-04-01,21,32,194481092,2,2023-11-09,2024-05-09,500/1000,1000,1414.74,0,464691,0,5,adm-clerical,hiking,own-child,0,0,No,2024-02-22,1,3,1,4,VA,Riverwood,5418 Britain Ave,19,1,0,1,3,0,2025-12-19,2024-02-25,3,32,8,5,8801,6289,2909,1,0,9566.43,563.94,3760.44,5242.05,ZP30B3014,No,500,1000,182,3,666,0.026627860143531884
CC00004586,2022-02-01,23,25,130805730,1,2023-08-26,2024-02-26,250/500,2000,1352.83,0,464959,0,5,farming-fishing,skydiving,own-child,0,-71700,No,2024-01-22,0,1,1,2,SC,Hillsdale,1679 2nd Hwy,4,4,2,1,2,1,2025-10-19,2024-01-24,9,29,7,3,6676,14195,6454,0,0,17650.28,4047.96,8576.03,5026.29,EO18B5943,No,250,500,184,2,636,0.24647695222878746
CC00004587,2022-09-01,16,40,134976201,0,2023-09-26,2024-03-26,500/1000,2000,1267.81,5000000,603123,0,5,exec-managerial,video-games,wife,0,0,No,2024-01-03,3,3,3,4,NC,Northbrook,7098 Lincoln Hwy,10,1,1,2,1,2,2026-02-15,2024-01-08,0,33,0,3,716,15176,2875,0,0,10208.51,3154.95,5508.81,1544.75,VW03W7031,No,500,1000,182,5,774,0.569885713976059
CC00004588,2022-07-01,18,35,170125042,1,2023-10-12,2024-04-12,100/300,500,1040.75,0,445601,0,3,prof-specialty,paintball,not-in-family,0,0,No,2024-02-03,2,1,2,0,WV,Northbend,2275 Best Lane,1,1,2,1,1,2,2025-04-30,2024-02-06,2,37,5,1,9735,7216,3731,1,0,13317.49,375.43,11027.04,1915.02,PK63F6152,No,100,300,183,3,452,0.013495675905349454
CC00004589,2022-08-01,17,48,124196894,0,2023-09-09,2024-03-09,250/500,1000,1406.91,0,466132,0,4,craft-repair,sleeping,husband,53300,0,No,2024-01-25,2,2,0,3,SC,Columbus,9935 4th Drive,5,1,2,1,2,1,2026-01-17,2024-01-29,10,1,1,4,147,5343,5571,1,0,13957.06,11923.87,124.21,1908.98,HY84Z2626,No,250,500,182,4,723,2.3152965802207364
CC00004590,2022-04-01,21,34,143394022,2,2023-09-04,2024-03-04,250/500,2000,1277.25,0,605169,0,1,exec-managerial,yachting,other-relative,84900,0,No,2024-01-19,2,1,0,3,NY,Springfield,8668 Flute St,14,1,0,1,2,2,2026-01-16,2024-01-21,13,28,9,5,9370,11133,6651,0,0,14761.72,12468.91,1237.87,1054.94,MH68S3657,No,250,500,182,2,728,0.5159065792320967
CC00004591,2022-11-01,14,41,171785217,0,2023-09-19,2024-03-19,100/300,2000,1514.72,0,617970,0,2,transport-moving,board-games,own-child,35700,0,No,2024-02-02,0,0,0,1,NY,Northbrook,7477 MLK Drive,13,3,2,0,1,2,2025-04-24,2024-02-07,11,21,1,2,1322,11972,7419,0,0,6141.1,1769.67,69.78,4301.65,EB31R6580,No,100,300,182,5,447,0.2825558670813721
CC00004592,2022-11-01,14,47,157501644,2,2023-10-01,2024-04-01,500/1000,1000,1690.27,0,438830,0,0,protective-serv,hiking,not-in-family,61500,0,No,2024-01-14,2,2,0,1,VA,Springfield,6550 Andromedia St,11,1,2,0,3,0,2025-09-14,2024-01-15,4,30,0,3,1817,9894,3714,0,0,23181.03,1345.84,7895.56,13939.63,PF53J6343,No,500,1000,183,1,609,0.19486175622299698
CC00004593,2022-06-01,19,37,122888917,1,2023-10-08,2024-04-08,500/1000,500,1415.68,0,603381,0,6,prof-specialty,yachting,own-child,0,0,No,2024-02-12,2,2,2,1,WV,Hillsdale,3540 Maple St,17,1,2,0,1,1,2025-08-20,2024-02-12,1,4,6,2,5866,6219,7322,1,0,852.42,517.35,229.0,106.07,RA44L1438,No,500,1000,183,0,555,0.03591820355523218
CC00004594,2022-06-01,19,36,176316118,2,2023-09-14,2024-03-14,500/1000,1000,1152.4,0,615921,0,0,priv-house-serv,reading,unmarried,39600,-82400,No,2024-01-25,1,3,1,3,VA,Springfield,1681 Cherokee Hwy,0,1,2,2,3,2,2025-04-19,2024-01-27,8,12,8,5,9927,13187,7307,0,0,22222.81,18325.31,717.76,3179.74,FR10O5323,No,500,1000,182,2,450,0.4340870409740441
CC00004595,2022-10-01,15,42,196181675,1,2023-09-02,2024-03-02,100/300,500,1515.3,0,603248,0,2,machine-op-inspct,hiking,not-in-family,0,0,No,2024-01-19,0,1,2,0,SC,Northbend,9737 Solo Hwy,21,3,0,1,0,0,2025-12-07,2024-01-20,8,24,0,5,503,8932,7018,0,0,14329.31,13478.06,596.01,255.24,AJ58W3615,No,100,300,182,1,688,2.488255699534954
CC00004596,2022-11-01,14,35,132665261,1,2023-10-16,2024-04-16,500/1000,1000,1088.34,0,614780,0,0,adm-clerical,yachting,other-relative,81100,0,No,2024-02-24,0,0,2,3,NY,Arlington,6092 5th Ave,16,3,2,2,3,0,2026-03-09,2024-02-28,2,0,2,5,2185,6911,7595,1,0,19480.14,3333.24,4956.04,11190.86,LE53Q5797,No,500,1000,183,4,744,0.43737509857617296
CC00004597,2022-11-01,14,40,146575922,1,2023-10-18,2024-04-18,250/500,1000,1454.43,0,459407,0,4,protective-serv,yachting,husband,0,0,No,2024-02-21,0,1,2,2,NY,Arlington,4234 Cherokee Lane,17,3,0,2,3,2,2025-10-15,2024-02-24,0,23,3,5,2991,10667,7253,0,0,12121.09,2661.79,8697.83,761.47,TA59R3479,No,250,500,183,3,602,0.2977130656239549
CC00004598,2022-09-01,16,55,145647240,2,2023-09-11,2024-03-11,100/300,2000,1268.79,0,453148,0,4,priv-house-serv,chess,own-child,0,-31000,No,2024-01-19,2,0,2,0,WV,Northbend,5667 4th Drive,15,1,1,2,2,2,2026-01-02,2024-01-20,4,30,5,5,6544,11212,3705,0,0,1056.93,605.69,309.23,142.01,FO81A0180,No,100,300,182,1,714,0.038486784206750585
CC00004599,2022-01-01,24,61,193354702,0,2023-08-29,2024-02-29,500/1000,1000,1125.37,0,604450,0,0,prof-specialty,basketball,husband,0,-56400,No,2024-01-13,0,1,0,3,VA,Northbend,4793 4th Ridge,6,3,1,0,2,1,2025-11-18,2024-01-15,10,3,5,2,4425,15557,4698,0,0,17159.22,9007.0,2599.88,5552.34,ZM36L3709,No,500,1000,184,2,675,0.7556759595708747
CC00004600,2022-06-01,19,34,143394022,2,2023-09-04,2024-03-04,250/500,2000,1277.25,0,605169,0,1,exec-managerial,yachting,other-relative,84900,0,No,2024-01-19,2,1,0,3,NY,Springfield,8668 Flute St,14,1,0,1,2,2,2026-01-16,2024-01-21,13,28,9,2,9502,11233,5256,0,0,4003.12,1989.44,1387.44,626.24,DP02Y9882,No,250,500,182,2,728,0.08077117175932186
CC00004601,2022-02-01,23,37,171950632,2,2023-11-12,2024-05-12,100/300,500,1632.93,0,614417,0,1,transport-moving,golf,not-in-family,0,-42900,No,2024-02-23,0,1,1,1,SC,Riverwood,7923 Elm Ave,7,3,0,2,0,1,2026-04-11,2024-02-23,8,7,3,2,2787,15179,6015,0,0,532.58,82.17,9.54,440.87,LD55I7629,No,100,300,182,0,778,0.009452487360447258
CC00004602,2022-11-01,14,44,169885937,0,2023-10-07,2024-04-07,100/300,500,1297.75,4000000,451280,0,3,other-service,chess,own-child,0,-41400,No,2024-02-01,0,1,2,0,SC,Columbus,1830 Sky St,15,3,1,0,1,2,2026-02-07,2024-02-06,3,34,4,3,7995,17697,7752,0,0,12056.77,2523.67,4938.64,4594.46,RT73D6206,No,100,300,183,5,737,0.13292274988030647
CC00004603,2022-01-01,24,45,152564225,0,2023-09-10,2024-03-10,500/1000,1000,1038.09,0,476978,0,1,handlers-cleaners,golf,husband,0,-19700,No,2024-01-14,0,0,1,1,NY,Springfield,2078 3rd Ave,18,3,0,1,1,1,2025-04-26,2024-01-14,11,21,7,5,6657,10282,5674,0,0,15671.43,1944.23,1710.33,12016.87,ZD79K0682,No,500,1000,182,0,468,0.11864900161109211
CC00004604,2022-01-01,24,32,180523543,0,2023-09-22,2024-03-22,100/300,1000,1000.06,0,440961,0,6,farming-fishing,base-jumping,wife,0,0,No,2024-01-09,2,2,2,2,NY,Columbus,7121 Britain Drive,17,1,1,1,0,2,2025-05-31,2024-01-12,1,4,8,5,8541,16233,7510,0,0,21696.75,10427.24,4871.96,6397.55,PM01E5596,No,100,300,182,3,508,0.5108304637442173
CC00004605,2022-02-01,23,41,171848718,1,2023-10-03,2024-04-03,500/1000,2000,968.74,0,477519,0,5,transport-moving,video-games,wife,0,-49000,No,2024-01-19,3,3,3,4,SC,Northbrook,5532 Weaver Ridge,9,1,1,2,3,2,2025-11-29,2024-01-20,11,15,4,2,4233,16537,5010,0,0,8060.19,3490.27,1533.74,3036.18,XT96A8724,No,500,1000,183,1,680,0.31529201550863784
CC00004606,2022-09-01,16,46,197028908,2,2023-08-23,2024-02-23,100/300,1000,1110.37,10000000,455365,0,4,machine-op-inspct,hiking,other-relative,34400,-56800,No,2024-01-24,0,2,2,2,NY,Riverwood,4539 Texas St,14,3,0,0,1,2,2025-09-07,2024-01-27,0,23,8,1,8797,14191,6278,0,0,20046.86,681.85,14083.09,5281.92,TH32U5322,No,100,300,184,3,592,0.03220968298132656
CC00004607,2022-02-01,23,31,176750522,2,2023-09-28,2024-03-28,250/500,500,1239.22,7000000,476458,0,2,tech-support,paintball,not-in-family,43400,-91200,No,2024-01-30,2,2,1,1,SC,Springfield,9169 Pine Ridge,12,1,2,0,1,0,2025-05-05,2024-02-02,1,5,3,0,2648,15828,6143,0,0,12885.63,3498.68,5245.42,4141.53,EU98N3601,No,250,500,182,3,461,0.4101170681273905
CC00004608,2022-11-01,14,25,132826187,2,2023-10-22,2024-04-22,100/300,500,920.3,5000000,461958,0,2,tech-support,hiking,own-child,51000,-67900,No,2024-02-21,0,1,0,2,WV,Hillsdale,9730 2nd Hwy,11,3,1,1,0,2,2026-02-14,2024-02-22,6,10,2,3,1659,6519,4995,1,0,20492.85,4272.44,10491.36,5729.05,QQ05H6688,No,100,300,183,1,724,0.642272255102547
CC00004609,2022-12-01,13,39,190032069,2,2023-10-30,2024-04-30,100/300,500,1362.87,0,458364,0,4,exec-managerial,chess,other-relative,35700,0,No,2024-02-22,0,0,1,0,NY,Arlington,1218 Sky Hwy,6,3,2,2,2,0,2025-10-11,2024-02-25,4,27,7,4,6708,16806,7332,0,0,13482.37,6730.21,6330.35,421.81,KT03B6232,No,100,300,183,3,597,0.40878315793054065
CC00004610,2022-12-01,13,44,114199383,1,2023-10-20,2024-04-20,500/1000,1000,1168.2,0,452787,0,3,handlers-cleaners,basketball,husband,69100,0,No,2024-02-11,0,2,2,2,OH,Springfield,7459 Flute St,23,3,0,0,3,0,2026-01-26,2024-02-16,6,6,8,0,8101,15199,2200,0,0,20016.88,10493.63,8642.09,881.16,WS19U9828,No,500,1000,183,5,715,0.5430962650593679
CC00004611,2023-01-01,12,39,170739323,2,2023-10-10,2024-04-10,250/500,2000,1281.07,7000000,608371,0,2,protective-serv,board-games,unmarried,0,0,No,2024-01-18,1,3,3,3,NY,Springfield,4116 Embaracadero Lane,6,1,0,0,2,0,2025-12-18,2024-01-21,3,25,9,3,8927,15240,6917,0,0,23612.49,11684.27,9628.5,2299.72,LA89W0913,No,250,500,183,3,700,0.5140606686681896
CC00004612,2022-04-01,21,43,174746314,0,2023-09-25,2024-03-25,100/300,2000,1352.31,0,465263,0,1,farming-fishing,basketball,wife,40700,-47300,No,2024-02-06,2,0,0,1,NY,Northbend,8983 Francis Ridge,22,1,2,0,3,1,2026-03-13,2024-02-07,2,37,0,2,4294,6247,2946,1,0,22164.51,12544.71,1743.5,7876.3,PC38P5648,No,100,300,182,1,766,1.0921710982819999
CC00004613,2022-09-01,16,28,132638383,1,2023-09-06,2024-03-06,250/500,1000,1340.56,0,433184,0,3,machine-op-inspct,golf,not-in-family,0,0,No,2024-01-17,2,2,1,1,NY,Northbend,9020 Elm Ave,19,1,2,0,2,1,2025-08-21,2024-01-17,10,1,2,0,1212,12650,7161,0,0,15341.96,764.87,8849.91,5727.18,RS27A9751,No,250,500,182,0,582,0.1263112176819521
CC00004614,2022-12-01,13,44,182771525,1,2023-10-04,2024-04-04,500/1000,1000,1594.45,0,452747,0,2,handlers-cleaners,bungie-jumping,husband,0,0,No,2024-02-05,0,2,2,1,NC,Columbus,5812 3rd Hwy,17,2,2,2,3,0,2025-09-28,2024-02-07,10,3,0,2,611,15572,5346,0,0,5714.82,2283.01,2933.61,498.2,NE30P2113,No,500,1000,183,2,601,0.41678487386060137
CC00004615,2022-02-01,23,42,156644355,0,2023-08-16,2024-02-16,100/300,500,1253.12,4000000,462283,0,5,exec-managerial,dancing,other-relative,38400,0,No,2024-01-06,2,0,2,3,NY,Northbend,1558 1st Ridge,22,1,2,2,2,2,2025-10-08,2024-01-11,5,14,3,0,3525,8190,3088,0,0,23104.48,11263.89,1207.76,10632.83,EL38W5271,No,100,300,184,5,641,1.1252974614623814
CC00004616,2022-06-01,19,61,199046488,0,2023-11-15,2024-05-15,100/300,2000,1137.16,0,615561,0,2,exec-managerial,skydiving,other-relative,0,-51000,No,2024-02-15,0,0,0,1,SC,Springfield,5971 5th Hwy,21,3,2,1,2,1,2025-11-26,2024-02-19,1,4,0,0,188,7330,4824,1,0,12775.4,5963.0,6767.21,45.19,GQ31I5999,No,100,300,182,4,650,1.1361124871394275
CC00004617,2022-05-01,20,48,172799953,0,2023-09-02,2024-03-02,500/1000,1000,1332.07,0,609409,0,4,exec-managerial,polo,unmarried,49700,-59100,No,2024-01-28,0,2,2,0,NY,Hillsdale,1815 Cherokee Drive,20,2,0,2,1,1,2025-09-09,2024-01-30,13,28,3,2,2699,7634,2891,0,0,2033.89,18.1,1343.91,671.88,BT61T0153,No,500,1000,182,2,590,0.0021057358616124356
CC00004618,2022-12-01,13,45,185742341,1,2023-10-02,2024-04-02,500/1000,1000,1362.29,0,442598,0,2,farming-fishing,yachting,unmarried,0,-51100,No,2024-02-27,0,0,1,0,NY,Northbend,4905 Francis Ave,18,3,0,0,0,0,2025-07-02,2024-03-01,10,3,6,4,5996,17050,3844,0,0,3649.99,658.22,207.08,2784.69,UT75J5790,No,500,1000,183,3,491,0.045027154338845375
CC00004619,2022-09-01,16,34,135498813,1,2023-10-05,2024-04-05,500/1000,1000,873.64,4000000,432934,0,0,priv-house-serv,yachting,husband,800,0,No,2024-01-30,0,0,1,2,SC,Columbus,9489 3rd St,9,3,0,2,1,2,2025-05-08,2024-02-01,5,14,1,5,1829,9811,3002,0,0,9150.48,3515.04,4881.71,753.73,UH72H8211,No,500,1000,183,2,464,0.49778935889991927
CC00004620,2022-08-01,17,31,176750522,2,2023-09-28,2024-03-28,250/500,500,1239.22,7000000,476458,0,2,tech-support,paintball,not-in-family,43400,-91200,No,2024-01-30,2,2,1,1,SC,Springfield,9169 Pine Ridge,12,1,2,0,1,0,2025-05-05,2024-02-02,1,5,3,0,3249,16866,3313,0,0,7604.87,2604.25,1280.22,3720.4,CZ13P9983,No,250,500,182,3,461,0.2827415041837166
CC00004621,2022-05-01,20,48,123389112,1,2023-09-13,2024-03-13,250/500,500,1411.43,0,464874,0,5,armed-forces,bungie-jumping,own-child,45100,-32800,No,2024-01-16,2,0,0,0,NY,Riverwood,9588 Solo St,17,1,2,2,1,0,2025-08-25,2024-01-16,6,10,8,3,7271,13054,4495,0,0,6326.55,1615.67,1196.51,3514.37,FI84O5499,No,250,500,182,0,587,0.09275129195183755
CC00004622,2022-08-01,17,38,114101282,1,2023-08-14,2024-02-14,100/300,2000,1588.55,0,435758,0,4,protective-serv,video-games,unmarried,59600,-32100,No,2024-01-09,2,2,2,2,WV,Columbus,7740 MLK St,8,1,0,0,0,2,2026-03-11,2024-01-13,11,19,4,5,3698,10190,5897,0,0,6020.91,1806.96,655.23,3558.72,NI51Y6717,No,100,300,184,4,792,0.17589905682142298
CC00004623,2022-08-01,17,39,183287405,0,2023-08-19,2024-02-19,250/500,1000,1351.1,0,478456,0,6,tech-support,bungie-jumping,unmarried,0,0,No,2024-01-02,0,1,0,1,SC,Arlington,8973 Washington St,19,3,0,0,2,0,2025-12-29,2024-01-02,10,3,2,1,2540,12939,6998,0,0,19680.41,3083.95,6806.87,9789.59,VD89E8245,No,250,500,184,0,727,0.38692051941534406
CC00004624,2022-03-01,22,47,187218777,0,2023-09-15,2024-03-15,500/1000,2000,1273.7,4000000,433473,0,1,other-service,kayaking,husband,0,0,No,2024-01-10,0,0,0,1,WV,Arlington,8907 Tree Ave,19,3,0,2,1,0,2025-07-08,2024-01-10,1,4,2,5,2434,17880,4815,0,0,18182.71,10326.94,5214.2,2641.57,IO86H7682,No,500,1000,182,0,545,1.3128178138475308
CC00004625,2022-01-01,24,48,115614013,2,2023-10-04,2024-04-04,250/500,500,1451.54,3000000,473412,0,3,adm-clerical,hiking,husband,0,0,No,2024-01-08,0,2,2,3,SC,Riverwood,3167 2nd St,13,4,0,2,3,0,2026-01-14,2024-01-08,8,7,2,4,2557,15501,3823,0,0,6276.3,1413.71,2744.49,2118.1,SW55J4436,No,250,500,183,0,737,0.17702664459432046
CC00004626,2022-08-01,17,42,164466083,0,2023-10-01,2024-04-01,250/500,500,1337.56,0,605141,0,1,prof-specialty,video-games,unmarried,0,0,No,2024-01-12,2,1,1,3,SC,Riverwood,5211 Weaver Drive,18,1,1,1,2,1,2025-07-29,2024-01-15,4,30,4,0,4952,7137,3464,1,0,3138.65,1166.01,736.92,1235.72,XD83S0642,No,250,500,183,3,564,0.0925683936425271
CC00004627,2022-03-01,22,32,156288222,1,2023-11-17,2024-05-17,250/500,1000,1198.15,0,447925,0,4,other-service,hiking,not-in-family,0,-43200,No,2024-02-21,0,0,2,2,VA,Springfield,8080 Oak Lane,19,3,0,0,2,1,2025-10-23,2024-02-24,2,37,7,5,9801,6886,7142,1,0,1499.81,320.07,864.19,315.55,JH54F3323,No,250,500,182,3,610,0.00892237641238902
